station,year,severity,collision,road_type,lat,lng,fatal,crash_id
Electronic City,2017,Grievous Injury,Others,NH,12.83998,77.6773,0,2493
Electronic City,2017,Fatal,Head on,NH,12.86449,77.65761,1,2494
Electronic City,2017,Grievous Injury,Others,NH,12.84613,77.66924,0,2495
Electronic City,2017,Fatal,Rear end,Expressway,12.86251,77.64834,1,2496
Electronic City,2017,Grievous Injury,Hit pedestrian,NH,12.84413,77.67386,0,2497
Electronic City,2017,Damage Only,Others,NH,12.8398501,77.67707541,0,2498
Electronic City,2017,Grievous Injury,Others,NH,12.84268,77.64196,0,2499
Electronic City,2017,Damage Only,Others,Others,12.83918,77.65924,0,2500
Electronic City,2017,Grievous Injury,Hit pedestrian,Others,12.89953,77.6514,0,2501
Electronic City,2017,Grievous Injury,Others,Expressway,12.86586,77.62904,0,2502
Electronic City,2017,Grievous Injury,Others,NH,12.84378,77.67386,0,2503
Electronic City,2017,Fatal,Others,Others,12.8708,77.65399,1,2504
Electronic City,2017,Grievous Injury,Hit pedestrian,Others,12.87409,77.66915,0,2505
Electronic City,2017,Grievous Injury,Others,Others,12.88515,77.65585,0,2506
Electronic City,2017,Fatal,Others,Others,12.88614,77.67033,1,2507
Electronic City,2017,Damage Only,Others,NH,12.8399,77.67707,0,2508
Electronic City,2017,Grievous Injury,Others,NH,12.85265,77.66714,0,2509
Electronic City,2017,Simple Injury,Rear end,Others,12.83942,77.65957,0,2510
Electronic City,2017,Damage Only,Others,NH,12.84403,77.67404,0,2511
Electronic City,2017,Grievous Injury,Others,Others,12.84505,77.67831,0,2512
Electronic City,2017,Fatal,Others,NH,12.85872,77.66248,1,2513
Electronic City,2017,Grievous Injury,Rear end,NH,12.85979,77.66151,0,2514
Electronic City,2017,Grievous Injury,Hit pedestrian,NH,12.87923,77.64604,0,2515
Electronic City,2017,Grievous Injury,Hit pedestrian,NH,12.87104,77.6524,0,2516
Electronic City,2017,Grievous Injury,Others,NH,12.86264,77.64714,0,2517
Electronic City,2017,Grievous Injury,Rear end,NH,12.86073,77.66067,0,2518
Electronic City,2017,Damage Only,Others,Others,12.84053,77.68154,0,2519
Electronic City,2017,Grievous Injury,Others,NH,12.84375,77.67379,0,2520
Electronic City,2017,Grievous Injury,Hit pedestrian,Others,12.85424,77.66242,0,2521
Electronic City,2017,Grievous Injury,Hit pedestrian,NH,12.84764,77.67091,0,2522
Electronic City,2017,Simple Injury,Hit pedestrian,Others,12.85475,77.66221,0,2523
Electronic City,2017,Fatal,Others,Others,12.86667,77.66236,1,2524
Electronic City,2017,Damage Only,Others,Others,12.84303902,77.63968561,0,2525
Electronic City,2017,Grievous Injury,Others,NH,12.84724,77.67142,0,2526
Electronic City,2017,Damage Only,Others,NH,12.85605,77.66434,0,2527
Electronic City,2017,Grievous Injury,Rear end,Not Applicable,12.84746,77.6713,0,2528
Electronic City,2017,Grievous Injury,Rear end,NH,12.86943,77.65378,0,2529
Electronic City,2017,Fatal,Hit pedestrian,NH,12.83999,77.677,1,2530
Electronic City,2017,Damage Only,Rear end,Others,12.84701,77.67915,0,2531
Electronic City,2017,Fatal,Hit pedestrian,Expressway,12.86603524,77.62964496,1,2532
Electronic City,2017,Grievous Injury,Hit pedestrian,Others,12.84372,77.67206,0,2533
Electronic City,2017,Grievous Injury,Skidding or Self accident,Expressway,12.85781,77.66425,0,2534
Electronic City,2017,Grievous Injury,Hit pedestrian,NH,12.88452,77.64282,0,2535
Electronic City,2017,Grievous Injury,Rear end,NH,12.83958,77.68148,0,2536
Electronic City,2017,Grievous Injury,Others,Service Road,12.83637,77.67897,0,2537
Electronic City,2017,Grievous Injury,Others,Others,12.86532,77.65138,0,2538
Electronic City,2017,Fatal,Others,Service Road,12.87355,77.65053,1,2539
Electronic City,2017,Grievous Injury,Others,NH,12.84417,77.67429,0,2540
Electronic City,2017,Grievous Injury,Others,NH,12.86036,77.66106,0,2541
Electronic City,2017,Grievous Injury,Others,NH,12.85874,77.66235,0,2542
Electronic City,2017,Grievous Injury,Others,NH,12.84658,77.67211,0,2543
Electronic City,2017,Grievous Injury,Hit pedestrian,Others,12.84542,77.66577,0,2544
Electronic City,2017,Fatal,Hit pedestrian,NH,12.88427,77.64336,1,2545
Electronic City,2017,Fatal,Head on,NH,12.88396,77.6431,1,2546
Electronic City,2017,Fatal,Rear end,NH,12.84649,77.67225,1,2547
Electronic City,2017,Simple Injury,Others,NH,12.88919,77.64162,0,2548
Electronic City,2017,Grievous Injury,Others,NH,12.8645,77.65762,0,2549
Electronic City,2017,Fatal,Hit pedestrian,NH,12.8516593,77.667781,1,2550
Electronic City,2017,Grievous Injury,Rear end,NH,12.86291,77.65876,0,2551
Electronic City,2017,Grievous Injury,Side impact or Right angle,City or Town Road,12.86812,77.65499,0,2552
Electronic City,2017,Fatal,Others,Expressway,12.85815,77.66241,1,2553
Electronic City,2017,Grievous Injury,Others,NH,12.84896,77.66966,0,2554
Electronic City,2017,Grievous Injury,Others,Others,12.8488,77.65783,0,2555
Electronic City,2017,Damage Only,Rear end,Expressway,12.85835,77.65776,0,2556
Electronic City,2017,Grievous Injury,Others,Others,12.86995,77.65567,0,2557
Electronic City,2017,Fatal,Head on,NH,12.856143,77.664427,1,2558
Electronic City,2017,Grievous Injury,Hit pedestrian,Others,12.87366,77.66634,0,2559
Electronic City,2017,Fatal,Rear end,NH,12.85601,77.66454,1,2560
Electronic City,2017,Grievous Injury,Others,Others,12.85297,77.60912,0,2561
Electronic City,2017,Damage Only,Others,Others,12.84316,77.64332,0,2562
Electronic City,2017,Grievous Injury,Others,Others,12.87969,77.64649,0,2563
Electronic City,2017,Damage Only,Others,NH,12.86895,77.65423,0,2564
Electronic City,2017,Grievous Injury,Hit pedestrian,NH,12.84313,77.6648,0,2565
Electronic City,2017,Fatal,Head on,Others,12.86728,77.65131,1,2566
Electronic City,2017,Damage Only,Others,NH,12.83867,77.67788,0,2567
Electronic City,2017,Damage Only,Rear end,NH,12.88469,77.64274,0,2568
Electronic City,2017,Fatal,Hit and Run,NH,12.87957,77.64583,1,2569
Electronic City,2017,Grievous Injury,Others,NH,12.86969,77.65341,0,2570
Electronic City,2017,Grievous Injury,Rear end,NH,12.88706,77.6411,0,2571
Electronic City,2017,Grievous Injury,Hit pedestrian,NH,12.87033,77.65405,0,2572
Electronic City,2017,Grievous Injury,Others,Others,12.8476,77.67485,0,2573
Electronic City,2017,Grievous Injury,Others,Others,12.84541,77.66111,0,2574
Electronic City,2017,Grievous Injury,Others,Others,12.85495,77.66736,0,2575
Electronic City,2017,Damage Only,Others,NH,12.8668,77.65674,0,2576
Electronic City,2017,Grievous Injury,Others,NH,12.86972,77.65336,0,2577
Electronic City,2017,Grievous Injury,Rear end,NH,12.85895,77.66228,0,2578
Electronic City,2017,Grievous Injury,Others,NH,12.84382,77.67428,0,2579
Electronic City,2018,Grievous Injury,Rear end,Others,12.85816,77.65879,0,2580
Electronic City,2018,Grievous Injury,Head on,Expressway,12.83917,77.65886,0,2581
Electronic City,2018,Grievous Injury,Others,Others,12.84004,77.66147,0,2582
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.85335,77.66665,0,2583
Electronic City,2018,Grievous Injury,Rear end,Expressway,12.86332,77.64673,0,2584
Electronic City,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.89863,77.65127,0,2585
Electronic City,2018,Grievous Injury,Not Applicable,NH,12.84347,77.67439,0,2586
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.86994,77.65312,0,2587
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.85081,77.65395,0,2588
Electronic City,2018,Grievous Injury,Overturning,Others,12.84251,77.6692,0,2589
Electronic City,2018,Damage Only,Rear end,NH,12.8549,77.66793,0,2590
Electronic City,2018,Fatal,Others,Others,12.89035,77.64316,1,2591
Electronic City,2018,Damage Only,Rear end,NH,12.87031,77.65384,0,2592
Electronic City,2018,Damage Only,Others,NH,12.87064,77.65287,0,2593
Electronic City,2018,Fatal,Rear end,NH,12.8728,77.65115,1,2594
Electronic City,2018,Fatal,Others,Expressway,12.85834,77.664,1,2595
Electronic City,2018,Fatal,Hit pedestrian,NH,12.869855,77.6534388,1,2596
Electronic City,2018,Grievous Injury,Others,NH,12.84314,77.67465,0,2597
Electronic City,2018,Damage Only,Others,Others,12.88498,77.64336,0,2598
Electronic City,2018,Fatal,Hit pedestrian,NH,12.87016,77.65348,1,2599
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.84082,77.65205,0,2600
Electronic City,2018,Fatal,Rear end,NH,12.85678,77.66355,1,2601
Electronic City,2018,Damage Only,Rear end,NH,12.84874,77.67027,0,2602
Electronic City,2018,Grievous Injury,Hit and Run,NH,12.8431,77.67422,0,2603
Electronic City,2018,Grievous Injury,Right Turn Collision,City or Town Road,12.84539,77.66562,0,2604
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.87003,77.65306,0,2605
Electronic City,2018,Grievous Injury,Others,NH,12.85589,77.66461,0,2606
Electronic City,2018,Grievous Injury,Others,Others,12.86146,77.64837,0,2607
Electronic City,2018,Grievous Injury,Overturning,NH,12.84012,77.67712,0,2608
Electronic City,2018,Grievous Injury,Rear end,Others,12.83759,77.66126,0,2609
Electronic City,2018,Grievous Injury,Rear end,NH,12.86095,77.66041,0,2610
Electronic City,2018,Simple Injury,Rear end,Expressway,12.86237,77.64819,0,2611
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.8394,77.67763,0,2612
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.87269,77.65136,0,2613
Electronic City,2018,Fatal,Rear end,NH,12.84235,77.67513,1,2614
Electronic City,2018,Grievous Injury,Others,Expressway,12.85951,77.66038,0,2615
Electronic City,2018,Grievous Injury,Rear end,Expressway,12.86679,77.63133,0,2616
Electronic City,2018,Fatal,Others,NH,12.84686,77.67028,1,2617
Electronic City,2018,Fatal,Rear end,Others,12.84587,77.67285,1,2618
Electronic City,2018,Damage Only,Rear end,NH,12.83725,77.67714,0,2619
Electronic City,2018,Grievous Injury,Others,Others,12.8656,77.65667,0,2620
Electronic City,2018,Grievous Injury,Head on,City or Town Road,12.87666,77.67651,0,2621
Electronic City,2018,Fatal,Others,NH,12.94149,77.55208,1,2622
Electronic City,2018,Damage Only,Head on,NH,12.84757,77.67117,0,2623
Electronic City,2018,Grievous Injury,Others,Others,12.87741,77.65482,0,2624
Electronic City,2018,Grievous Injury,Others,Expressway,12.86682,77.63436,0,2625
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.88055,77.64571,0,2626
Electronic City,2018,Grievous Injury,Rear end,Others,12.86188,77.64952,0,2627
Electronic City,2018,Fatal,Hit pedestrian,NH,12.8475,77.67117,1,2628
Electronic City,2018,Damage Only,Rear end,Others,12.86493,77.65733,0,2629
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.846,77.67188,0,2630
Electronic City,2018,Simple Injury,Hit pedestrian,City or Town Road,12.8989,77.65121,0,2631
Electronic City,2018,Grievous Injury,Others,NH,12.84006,77.67713,0,2632
Electronic City,2018,Damage Only,Others,Others,12.84298,77.64422,0,2633
Electronic City,2018,Simple Injury,Rear end,NH,12.87056,77.65576,0,2634
Electronic City,2018,Damage Only,Rear end,NH,12.84015,77.67691,0,2635
Electronic City,2018,Grievous Injury,Head on,Others,12.89074,77.66822,0,2636
Electronic City,2018,Grievous Injury,Others,Others,12.85966,77.67731,0,2637
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.85589,77.66474,0,2638
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.84541,77.66558,0,2639
Electronic City,2018,Grievous Injury,Rear end,NH,12.85589,77.65761,0,2640
Electronic City,2018,Grievous Injury,Rear end,Others,12.87594,77.54444,0,2641
Electronic City,2018,Damage Only,Others,NH,12.84733,77.67122,0,2642
Electronic City,2018,Damage Only,Rear end,Expressway,12.85816,77.65881,0,2643
Electronic City,2018,Grievous Injury,Rear end,Expressway,12.844,77.67399,0,2644
Electronic City,2018,Fatal,Hit pedestrian,NH,12.85245,77.65713,1,2645
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.84348,77.66034,0,2646
Electronic City,2018,Simple Injury,Others,Others,12.90237,77.63094,0,2647
Electronic City,2018,Damage Only,Rear end,NH,12.83983,77.67713,0,2648
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.85236,77.6674,0,2649
Electronic City,2018,Grievous Injury,Hit pedestrian,Expressway,12.85836,77.65809,0,2650
Electronic City,2018,Grievous Injury,Rear end,NH,12.85571,77.66457,0,2651
Electronic City,2018,Fatal,Hit pedestrian,Others,12.86141,77.65995,1,2652
Electronic City,2018,Simple Injury,Rear end,NH,12.8696,77.65377,0,2653
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.8549,77.66793,0,2654
Electronic City,2018,Grievous Injury,Others,Others,12.84765,77.67074,0,2655
Electronic City,2018,Simple Injury,Head on,Expressway,12.84593,77.67252,0,2656
Electronic City,2018,Simple Injury,Others,Expressway,12.86648,77.63051,0,2657
Electronic City,2018,Grievous Injury,Hit pedal cyclist,NH,12.84854,77.67052,0,2658
Electronic City,2018,Grievous Injury,Rear end,Expressway,12.85603,77.66426,0,2659
Electronic City,2018,Grievous Injury,Others,NH,12.85501,77.66577,0,2660
Electronic City,2018,Simple Injury,Rear end,NH,12.84662,77.67255,0,2661
Electronic City,2018,Grievous Injury,Rear end,NH,12.85595,77.66034,0,2662
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.87064,77.65287,0,2663
Electronic City,2018,Fatal,Hit pedestrian,NH,12.87096,77.65272,1,2664
Electronic City,2018,Grievous Injury,Others,Others,12.85021,77.65771,0,2665
Electronic City,2018,Fatal,Head on,Expressway,12.84628653,77.67279291,1,2666
Electronic City,2018,Fatal,Rear end,Others,12.877004,77.671593,1,2667
Electronic City,2018,Grievous Injury,Others,Expressway,12.85498,77.60973,0,2668
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.85458,77.65932,0,2669
Electronic City,2018,Damage Only,Others,Others,12.86982,77.65337,0,2670
Electronic City,2018,Grievous Injury,Others,NH,12.86746,77.65529,0,2671
Electronic City,2018,Grievous Injury,Hit parked vehicle,Expressway,12.86703,77.63389,0,2672
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.84369,77.63652,0,2673
Electronic City,2018,Grievous Injury,Others,Others,12.84224,77.6187,0,2674
Electronic City,2018,Damage Only,Rear end,Others,12.85114,77.65764,0,2675
Electronic City,2018,Fatal,Others,Expressway,12.86568,77.62888,1,2676
Electronic City,2018,Grievous Injury,Overturning,Others,12.84234,77.61857,0,2677
Electronic City,2018,Grievous Injury,Others,Others,12.88252,77.64493,0,2678
Electronic City,2018,Damage Only,Others,Others,12.84553,77.66193,0,2679
Electronic City,2018,Damage Only,Rear end,Others,12.8894,77.64967,0,2680
Electronic City,2018,Grievous Injury,Rear end,NH,12.84049,77.6603,0,2681
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.85583,77.66471,0,2682
Electronic City,2018,Damage Only,Rear end,NH,12.86975,77.6534,0,2683
Electronic City,2018,Grievous Injury,Others,Others,12.84404,77.68785,0,2684
Electronic City,2018,Grievous Injury,Others,Others,12.89402,77.65697,0,2685
Electronic City,2018,Grievous Injury,Others,Expressway,12.85843,77.65902,0,2686
Electronic City,2018,Damage Only,Rear end,Expressway,12.8549,77.66793,0,2687
Electronic City,2018,Fatal,Rear end,NH,12.84571,77.67302,1,2688
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.89451,77.63761,0,2689
Electronic City,2018,Damage Only,Head on,NH,12.83987,77.67689,0,2690
Electronic City,2018,Grievous Injury,Others,Others,12.8868,77.6561,0,2691
Electronic City,2018,Grievous Injury,Others,Others,12.84969,77.65773,0,2692
Electronic City,2018,Grievous Injury,Others,Others,12.9013,77.64564,0,2693
Electronic City,2018,Grievous Injury,Rear end,NH,12.856,77.66444,0,2694
Electronic City,2018,Fatal,Head on,Expressway,12.85501,77.61004,1,2695
Electronic City,2018,Fatal,Head on,NH,12.86003,77.66104,1,2696
Electronic City,2018,Grievous Injury,Others,NH,12.86686,77.65598,0,2697
Electronic City,2018,Grievous Injury,Others,Others,12.87588,77.67193,0,2698
Electronic City,2018,Damage Only,Rear end,NH,12.86182,77.6597,0,2699
Electronic City,2018,Fatal,Hit pedestrian,NH,12.84756,77.67109,1,2700
Electronic City,2018,Simple Injury,Not Applicable,City or Town Road,12.87405,77.66733,0,2701
Electronic City,2018,Grievous Injury,Others,City or Town Road,12.88506,77.64545,0,2702
Electronic City,2018,Fatal,Rear end,Expressway,12.85719,77.66349,1,2703
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.84868,77.67754,0,2704
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.85948,77.66186,0,2705
Electronic City,2018,Grievous Injury,Rear end,NH,12.86128,77.65938,0,2706
Electronic City,2018,Grievous Injury,Others,NH,12.90275,77.635,0,2707
Electronic City,2018,Damage Only,Others,NH,12.85595,77.66426,0,2708
Electronic City,2018,Grievous Injury,Others,Others,12.85951,77.65406,0,2709
Electronic City,2018,Fatal,Rear end,Expressway,12.85943,77.65495,1,2710
Electronic City,2018,Damage Only,Rear end,NH,12.85332,77.66646,0,2711
Electronic City,2018,Grievous Injury,Others,Others,12.84609,77.68441,0,2712
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.86206,77.65943,0,2713
Electronic City,2018,Grievous Injury,Rear end,Others,12.89035,77.66161,0,2714
Electronic City,2018,Grievous Injury,Hit pedestrian,NH,12.85401,77.66571,0,2715
Electronic City,2018,Damage Only,Rear end,NH,12.87063,77.65549,0,2716
Electronic City,2018,Grievous Injury,Others,Others,12.88138,77.67231,0,2717
Electronic City,2018,Grievous Injury,Rear end,Others,12.86276,77.62356,0,2718
Electronic City,2018,Grievous Injury,Rear end,NH,12.86477,77.65747,0,2719
Electronic City,2018,Grievous Injury,Hit pedestrian,Others,12.88978,77.65002,0,2720
Electronic City,2018,Simple Injury,Rear end,City or Town Road,12.83971,77.67725,0,2721
Electronic City,2018,Grievous Injury,Others,NH,12.83897,77.66198,0,2722
Electronic City,2018,Grievous Injury,Others,NH,12.86645,77.63015,0,2723
Electronic City,2019,Grievous Injury,Others,Others,12.84046,77.66339,0,2724
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.86078,77.66215,0,2725
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.8544,77.66576,0,2726
Electronic City,2019,Fatal,Vehicle to Vehicle,NH,12.8401,77.67695,1,2727
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.85113,77.65745,0,2728
Electronic City,2019,Grievous Injury,Hit pedestrian,Arterial,12.90401,77.63096,0,2729
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.85586,77.66479,0,2730
Electronic City,2019,Damage Only,Rear end,NH,12.8549,77.66795,0,2731
Electronic City,2019,Grievous Injury,Rear end,NH,12.84318,77.67436,0,2732
Electronic City,2019,Damage Only,Rear end,NH,12.84333,77.67437,0,2733
Electronic City,2019,Fatal,Hit pedestrian,NH,12.85621,77.66444,1,2734
Electronic City,2019,Simple Injury,Vehicle to Vehicle,Expressway,12.85937,77.65523,0,2735
Electronic City,2019,Fatal,Vehicle to Vehicle,Expressway,12.86468,77.64401,1,2736
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.85619,77.66442,0,2737
Electronic City,2019,Damage Only,Vehicle to Vehicle,NH,12.83982,77.67696,0,2738
Electronic City,2019,Grievous Injury,Hit pedestrian,Arterial,12.90534,77.63012,0,2739
Electronic City,2019,Damage Only,Vehicle to Vehicle,Arterial,12.85597,77.66418,0,2740
Electronic City,2019,Fatal,Others,NH,12.84751,77.67099,1,2741
Electronic City,2019,Grievous Injury,Others,Expressway,12.86679,77.63557,0,2742
Electronic City,2019,Grievous Injury,Others,Expressway,12.86668,77.63746,0,2743
Electronic City,2019,Simple Injury,Hit pedestrian,Service Road,12.85485,77.6655,0,2744
Electronic City,2019,Grievous Injury,Others,Others,12.84742,77.67108,0,2745
Electronic City,2019,Grievous Injury,Rear end,NH,12.87056,77.65576,0,2746
Electronic City,2019,Grievous Injury,Others,NH,12.85871,77.6624,0,2747
Electronic City,2019,Damage Only,Vehicle to Vehicle,Others,12.85624,77.66431,0,2748
Electronic City,2019,Damage Only,Vehicle to Vehicle,Expressway,12.84758,77.6712,0,2749
Electronic City,2019,Damage Only,Vehicle to Vehicle,Arterial,12.84349,77.6742,0,2750
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Others,12.87149,77.66151,0,2751
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.8434,77.67403,0,2752
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.85626,77.66428,0,2753
Electronic City,2019,Grievous Injury,Others,NH,12.85588,77.66454,0,2754
Electronic City,2019,Fatal,Hit pedestrian,Others,12.85491,77.6095,1,2755
Electronic City,2019,Damage Only,Others,Others,12.84612,77.68093,0,2756
Electronic City,2019,Grievous Injury,Others,NH,12.86921,77.65299,0,2757
Electronic City,2019,Grievous Injury,Hit pedestrian,Others,12.87167,77.66186,0,2758
Electronic City,2019,Grievous Injury,Skidding or Self accident,NH,12.84551,77.66312,0,2759
Electronic City,2019,Fatal,Hit pedestrian,Others,12.8407,77.65107,1,2760
Electronic City,2019,Damage Only,Not Applicable,Two way,12.89219,77.64456,0,2761
Electronic City,2019,Fatal,Vehicle to Vehicle,NH,12.8432,77.64301,1,2762
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.89438,77.63677,0,2763
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.84984,77.66907,0,2764
Electronic City,2019,Fatal,Rear end,Others,12.85065,77.66104,1,2765
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.84898,77.66513,0,2766
Electronic City,2019,Damage Only,Vehicle to Vehicle,NH,12.8398,77.67699,0,2767
Electronic City,2019,Grievous Injury,Others,NH,12.86138,77.65997,0,2768
Electronic City,2019,Grievous Injury,Others,NH,12.83874,77.67811,0,2769
Electronic City,2019,Fatal,Rear end,NH,12.85582,77.66438,1,2770
Electronic City,2019,Grievous Injury,Head on,Expressway,12.95642,77.47144,0,2771
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.8699,77.6534,0,2772
Electronic City,2019,Grievous Injury,Others,Others,12.8928,77.66383,0,2773
Electronic City,2019,Fatal,Vehicle to Vehicle,Expressway,12.85838,77.61756,1,2774
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Service Road,12.8391,77.67785,0,2775
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.84983,77.66916,0,2776
Electronic City,2019,Damage Only,Vehicle to Vehicle,Arterial,12.83913,77.66192,0,2777
Electronic City,2019,Fatal,Vehicle to Vehicle,Others,12.84986,77.63914,1,2778
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Feeder Road,12.85033,77.66858,0,2779
Electronic City,2019,Damage Only,Rear end,NH,12.86959,77.65346,0,2780
Electronic City,2019,Grievous Injury,Hit pedestrian,Others,12.87033,77.65817,0,2781
Electronic City,2019,Grievous Injury,Others,Others,12.85804,77.6741,0,2782
Electronic City,2019,Grievous Injury,Rear end,Expressway,12.86546,77.64222,0,2783
Electronic City,2019,Damage Only,Vehicle to Vehicle,NH,12.86987,77.65343,0,2784
Electronic City,2019,Damage Only,Vehicle to Vehicle,NH,12.85069,77.66882,0,2785
Electronic City,2019,Grievous Injury,Hit pedestrian,Others,12.87134,77.65505,0,2786
Electronic City,2019,Fatal,Vehicle to Vehicle,Others,12.89216,77.64445,1,2787
Electronic City,2019,Damage Only,Vehicle to Vehicle,Others,12.8866,77.67102,0,2788
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,NH,12.83851,77.67587,0,2789
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,NH,12.85871,77.66233,0,2790
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.87001,77.65311,0,2791
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.84815,77.67039,0,2792
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Others,12.84242,77.61853,0,2793
Electronic City,2019,Grievous Injury,Others,Others,12.89333,77.65134,0,2794
Electronic City,2019,Fatal,Rear end,NH,12.83891,77.67767,1,2795
Electronic City,2019,Damage Only,Others,Others,12.84556,77.66758,0,2796
Electronic City,2019,Grievous Injury,Others,NH,12.87094,77.65274,0,2797
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.85039,77.66896,0,2798
Electronic City,2019,Simple Injury,Hit pedestrian,Arterial,12.86124,77.66009,0,2799
Electronic City,2019,Grievous Injury,Hit pedestrian,Arterial,12.85796,77.6591,0,2800
Electronic City,2019,Damage Only,Vehicle to Vehicle,Expressway,12.83917,77.66169,0,2801
Electronic City,2019,Grievous Injury,Rear end,NH,12.85489,77.66534,0,2802
Electronic City,2019,Simple Injury,Others,NH,12.8396,77.67729,0,2803
Electronic City,2019,Simple Injury,Others,Others,12.89471,77.66043,0,2804
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,NH,12.87041,77.65844,0,2805
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Others,12.8549,77.66543,0,2806
Electronic City,2019,Grievous Injury,Hit pedestrian,Arterial,12.85499,77.66528,0,2807
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.84169,77.61917,0,2808
Electronic City,2019,Fatal,Vehicle to Vehicle,NH,12.84032,77.67675,1,2809
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Arterial,12.8917,77.66716,0,2810
Electronic City,2019,Damage Only,Head on,NH,12.8411,77.67628,0,2811
Electronic City,2019,Grievous Injury,Others,City or Town Road,12.87236,77.65401,0,2812
Electronic City,2019,Grievous Injury,Rear end,NH,12.85589,77.66467,0,2813
Electronic City,2019,Fatal,Rear end,NH,12.83985,77.67706,1,2814
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.8549,77.66793,0,2815
Electronic City,2019,Fatal,Rear end,Expressway,12.86204,77.64919,1,2816
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.84775,77.67104,0,2817
Electronic City,2019,Grievous Injury,Hit pedestrian,NH,12.86989,77.65342,0,2818
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,NH,12.86997,77.65336,0,2819
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,NH,12.84275,77.67507,0,2820
Electronic City,2019,Damage Only,Vehicle to Vehicle,Arterial,12.85652,77.66414,0,2821
Electronic City,2019,Grievous Injury,Others,Others,12.89031,77.64306,0,2822
Electronic City,2019,Grievous Injury,Rear end,NH,12.84658,77.67259,0,2823
Electronic City,2019,Grievous Injury,Others,Expressway,12.86693,77.6354,0,2824
Electronic City,2019,Grievous Injury,Rear end,Service Road,12.86248,77.65942,0,2825
Electronic City,2019,Grievous Injury,Rear end,Others,12.84015,77.67689,0,2826
Electronic City,2019,Grievous Injury,Hit and Run,City or Town Road,12.8436,77.67442,0,2827
Electronic City,2019,Damage Only,Vehicle to Vehicle,NH,12.83997,77.67706,0,2828
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,One way,12.87007,77.65325,0,2829
Electronic City,2019,Grievous Injury,Hit animal,NH,12.85818,77.66249,0,2830
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,Others,12.90205,77.63427,0,2831
Electronic City,2019,Damage Only,Vehicle to Vehicle,NH,12.85875,77.66229,0,2832
Electronic City,2019,Simple Injury,Vehicle to Vehicle,Arterial,12.86623,77.65648,0,2833
Electronic City,2019,Grievous Injury,Vehicle to Vehicle,NH,12.88463,77.6493,0,2834
