station,year,severity,collision,road_type,lat,lng
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.925688,77.573486
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.939612,77.54378
Banashankari,2018,Simple Injury,Overturning,Two way,12.929621,77.572551
Banashankari,2018,Simple Injury,Others,City or Town Road,12.92532,77.549994
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.922831,77.543466
Banashankari,2018,Simple Injury,Overturning,Two way,12.94322,77.544904
Banashankari,2018,Fatal,Hit pedestrian,City or Town Road,12.935059,77.547289
Banashankari,2018,Simple Injury,Overturning,Two way,12.921757,77.560205
Banashankari,2018,Simple Injury,Hit and Run,City or Town Road,12.922259,77.544934
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.932798,77.608484
Banashankari,2018,Simple Injury,Right Turn Collision,City or Town Road,12.933587,77.542094
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.926159,77.548727
Banashankari,2018,Simple Injury,Hit and Run,City or Town Road,12.917835,77.56447
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.930523,77.543662
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.928872,77.573659
Banashankari,2018,Simple Injury,Not Applicable,City or Town Road,12.93426,77.573855
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.933355,77.53971
Banashankari,2018,Simple Injury,Others,City or Town Road,12.933407,77.566477
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.916584,77.564977
Banashankari,2018,Damage Only,Not Applicable,City or Town Road,12.926929,77.565749
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.939646,77.541658
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.923958,77.553307
Banashankari,2018,Simple Injury,Others,Two way,12.930595,77.547169
Banashankari,2018,Damage Only,Not Applicable,Two way,12.929527,77.573063
Banashankari,2018,Simple Injury,Others,City or Town Road,12.922233,77.560256
Banashankari,2018,Simple Injury,Others,City or Town Road,12.938488,77.550499
Banashankari,2018,Simple Injury,Others,City or Town Road,12.917103,77.573478
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.930576,77.543543
Banashankari,2018,Simple Injury,Others,Not Applicable,12.92936,77.539951
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.927218,77.576188
Banashankari,2018,Simple Injury,Not Applicable,One way,12.917602,77.557839
Banashankari,2018,Simple Injury,Not Applicable,City or Town Road,12.928333,77.573591
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.927257,77.536766
Banashankari,2018,Fatal,Hit pedestrian,City or Town Road,12.917626,77.5642
Banashankari,2018,Simple Injury,Others,Two way,12.940592,77.54765
Banashankari,2018,Fatal,Hit bicyclist,Two way,12.919812,77.562834
Banashankari,2018,Simple Injury,Hit and Run,Two way,12.925693,77.560907
Banashankari,2018,Damage Only,Others,City or Town Road,12.923605,77.573568
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.942511,77.547504
Banashankari,2018,Damage Only,Not Applicable,Two way,12.927911,77.55084
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.939681,77.547765
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.938013,77.533921
Banashankari,2018,Damage Only,Hit and Run,Two way,12.91491,77.565707
Banashankari,2018,Simple Injury,Others,City or Town Road,12.91408,77.566184
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.924216,77.566197
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.917238,77.564654
Banashankari,2018,Not Applicable,Not Applicable,Two way,12.92859,77.567882
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.919972,77.562344
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.935074,77.559113
Banashankari,2018,Simple Injury,Hit pedestrian,City or Town Road,12.935347,77.54755
Banashankari,2018,Not Applicable,Hit animal,City or Town Road,12.92089,77.539985
Banashankari,2018,Simple Injury,Others,City or Town Road,12.91515,77.565387
Banashankari,2018,Simple Injury,Hit and Run,Two way,12.934234,77.562226
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.934462,77.559611
Banashankari,2018,Damage Only,Not Applicable,Two way,12.924651,77.551222
Banashankari,2018,Simple Injury,Others,City or Town Road,12.938485,77.550526
Banashankari,2018,Simple Injury,Hit and Run,City or Town Road,12.92994,77.566688
Banashankari,2018,Simple Injury,Not Applicable,City or Town Road,12.929134,77.554106
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.925564,77.565411
Banashankari,2018,Simple Injury,Not Applicable,Two way,12.912264,77.567283
Banashankari,2018,Simple Injury,Hit and Run,Two way,12.926658,77.549939
Banashankari,2019,Grievous Injury,Hit bicyclist,Others,12.938082,77.533802
Banashankari,2019,Damage Only,Vehicle to Vehicle,Two way,12.922708,77.560448
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.929533,77.534755
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.938791,77.54876
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.934436,77.546802
Banashankari,2019,Fatal,Vehicle to Vehicle,Others,12.925368,77.546193
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.930862,77.554192
Banashankari,2019,Grievous Injury,Hit pedestrian,Residential Street,12.936465,77.534469
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.929792,77.571647
Banashankari,2019,Fatal,Hit pedestrian,Others,12.924135,77.55291
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.930443,77.543394
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Residential Street,12.928622,77.557515
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.930911,77.573637
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.918613,77.564118
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.936391,77.539713
Banashankari,2019,Grievous Injury,Hit pedestrian,Others,12.918398,77.555341
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.922278,77.563436
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.929914,77.548009
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.918524,77.556261
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.934202,77.538217
Banashankari,2019,Grievous Injury,Hit pedestrian,Two way,12.91889,77.555255
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.943154,77.544405
Banashankari,2019,Simple Injury,Hit pedestrian,Others,12.920643,77.559969
Banashankari,2019,Simple Injury,Vehicle to Vehicle,Residential Street,12.92099,77.573587
Banashankari,2019,Fatal,Hit pedestrian,Two way,12.925364,77.560785
Banashankari,2019,Grievous Injury,Hit pedestrian,Others,12.934337,77.538201
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.939816,77.53901
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.934433,77.539838
Banashankari,2019,Fatal,Not Applicable,Two way,12.926273,77.57353
Banashankari,2019,Grievous Injury,Hit pedestrian,Residential Street,12.930436,77.547075
Banashankari,2019,Grievous Injury,Hit pedestrian,Others,12.935075,77.536976
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.931386,77.54233
Banashankari,2019,Simple Injury,Vehicle to Vehicle,Two way,12.923546,77.543477
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.930212,77.547658
Banashankari,2019,Grievous Injury,Hit pedestrian,Two way,12.925379,77.57362
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.927338,77.548239
Banashankari,2019,Damage Only,Vehicle to Vehicle,Others,12.915509,77.569517
Banashankari,2019,Grievous Injury,Hit pedestrian,Two way,12.920109,77.562315
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.920908,77.543043
Banashankari,2019,Simple Injury,Hit pedestrian,Two way,12.933428,77.566068
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.938832,77.539161
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.92943,77.560273
Banashankari,2019,Grievous Injury,Hit pedestrian,Two way,12.940552,77.547763
Banashankari,2019,Simple Injury,Hit pedestrian,Two way,12.930305,77.545839
Banashankari,2019,Grievous Injury,Hit pedestrian,Others,12.935265,77.558597
Banashankari,2019,Fatal,Vehicle to Vehicle,Others,12.924337,77.551956
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.928885,77.566307
Banashankari,2019,Grievous Injury,Hit pedestrian,Service Road,12.926341,77.548382
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.928311,77.559263
Banashankari,2019,Grievous Injury,Hit pedestrian,Others,12.92232,77.558507
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Residential Street,12.929822,77.571145
Banashankari,2019,Grievous Injury,Hit pedestrian,Others,12.917674,77.564545
Banashankari,2019,Grievous Injury,Hit pedestrian,Two way,12.923248,77.552883
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Service Road,12.93214,77.540051
Banashankari,2019,Grievous Injury,Hit pedestrian,Residential Street,12.929921,77.569491
Banashankari,2019,Grievous Injury,Hit pedestrian,Residential Street,12.935296,77.536602
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Service Road,12.921884,77.560159
Banashankari,2019,Simple Injury,Hit pedestrian,Others,12.921127,77.569561
Banashankari,2019,Grievous Injury,Vehicle to Vehicle,Others,12.929724,77.572045
Banashankari,2019,Grievous Injury,Hit pedestrian,Residential Street,12.928555,77.562349
Banashankari,2019,Grievous Injury,Hit pedestrian,Residential Street,12.929762,77.563933
Banashankari,2019,Grievous Injury,Hit pedestrian,Residential Street,12.937977,77.545377
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.9238,77.553888
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.939532,77.552255
Banashankari,2020,Fatal,Vehicle to Vehicle,Others,12.94068,77.546948
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.926171,77.548698
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.925288,77.549987
Banashankari,2020,Simple Injury,Hit pedestrian,Two way,12.92307,77.556145
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.924578,77.54079
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.929973,77.568085
Banashankari,2020,Simple Injury,Vehicle to Vehicle,Others,12.92308,77.563125
Banashankari,2020,Grievous Injury,Hit pedestrian,Two way,12.938721,77.550682
Banashankari,2020,Grievous Injury,Hit pedestrian,Two way,12.923568,77.55427
Banashankari,2020,Simple Injury,Vehicle to Vehicle,Two way,12.925691,77.560914
Banashankari,2020,Damage Only,Vehicle to Vehicle,Others,12.923901,77.553319
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.928496,77.573598
Banashankari,2020,Fatal,Not Applicable,Others,12.918027,77.56427
Banashankari,2020,Fatal,Not Applicable,Others,12.936192,77.534766
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.928861,77.566252
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.932541,77.540958
Banashankari,2020,Damage Only,Vehicle to Vehicle,Others,12.925368,77.549959
Banashankari,2020,Fatal,Not Applicable,Others,12.921374,77.561711
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.92537,77.550013
Banashankari,2020,Grievous Injury,Hit pedestrian,Others,12.932453,77.567795
Banashankari,2020,Grievous Injury,Hit pedestrian,Two way,12.940856,77.546589
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.930334,77.561307
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.94142,77.547377
Banashankari,2020,Fatal,Hit pedestrian,Others,12.925268,77.573543
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.927347,77.567994
Banashankari,2020,Grievous Injury,Hit pedestrian,Two way,12.933916,77.546342
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.921897,77.569852
Banashankari,2020,Fatal,Vehicle to Vehicle,Others,12.928151,77.53169
Banashankari,2020,Simple Injury,Vehicle to Vehicle,Two way,12.933941,77.53869
Banashankari,2020,Damage Only,Vehicle to Vehicle,Service Road,12.931288,77.542532
Banashankari,2020,Grievous Injury,Hit pedestrian,Others,12.919786,77.558326
Banashankari,2020,Grievous Injury,Hit pedestrian,Others,12.929012,77.549305
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.927677,77.551408
Banashankari,2020,Fatal,Vehicle to Vehicle,Others,12.933988,77.539006
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.928103,77.546248
Banashankari,2020,Damage Only,Vehicle to Vehicle,Two way,12.917351,77.568782
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.937172,77.5422
Banashankari,2020,Grievous Injury,Hit pedestrian,Others,12.929648,77.538621
Banashankari,2020,Fatal,Not Applicable,Others,12.919762,77.558353
Banashankari,2020,Grievous Injury,Hit pedestrian,Two way,12.964063,77.57397
Banashankari,2020,Grievous Injury,Hit pedestrian,Others,12.924796,77.543931
Banashankari,2020,Grievous Injury,Not Applicable,Others,12.934191,77.541786
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.933956,77.538705
Banashankari,2020,Damage Only,Vehicle to Vehicle,Others,12.926749,77.553519
Banashankari,2020,Fatal,Not Applicable,Others,12.935628,77.535542
Banashankari,2020,Grievous Injury,Vehicle to Vehicle,Others,12.931338,77.542567
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.928232,77.550625
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.930942,77.560088
Banashankari,2021,Simple Injury,Vehicle to Vehicle,Others,12.920506,77.562091
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.930062,77.544112
Banashankari,2021,Damage Only,Not Applicable,Others,12.924687,77.557112
Banashankari,2021,Damage Only,Vehicle to Vehicle,Others,12.931104,77.573646
Banashankari,2021,Simple Injury,Vehicle to Vehicle,Others,12.916978,77.564676
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.929992,77.567736
Banashankari,2021,Simple Injury,Hit pedestrian,Service Road,12.924053,77.543803
Banashankari,2021,Simple Injury,Hit bicyclist,Two way,12.923979,77.553327
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.937727,77.533933
Banashankari,2021,Grievous Injury,Not Applicable,Others,12.922912,77.560367
Banashankari,2021,Damage Only,Not Applicable,Others,12.923492,77.570121
Banashankari,2021,Simple Injury,Hit pedestrian,Others,12.92533,77.540638
Banashankari,2021,Fatal,Not Applicable,Others,12.937327,77.545243
Banashankari,2021,Fatal,Not Applicable,Two way,12.917225,77.559497
Banashankari,2021,Grievous Injury,Hit pedestrian,Others,12.929581,77.572909
Banashankari,2021,Simple Injury,Not Applicable,Others,12.921934,77.542306
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Residential Street,12.916305,77.570452
Banashankari,2021,Fatal,Not Applicable,Two way,12.932392,77.556037
Banashankari,2021,Damage Only,Vehicle to Vehicle,Others,12.92576,77.564521
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.923789,77.553893
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.928844,77.566255
Banashankari,2021,Simple Injury,Hit pedestrian,Others,12.933232,77.557577
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.936302,77.53475
Banashankari,2021,Simple Injury,Hit pedestrian,Others,12.924153,77.542213
Banashankari,2021,Simple Injury,Not Applicable,Two way,12.918964,77.55873
Banashankari,2021,Fatal,Not Applicable,Service Road,12.933598,77.53946
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Two way,12.932633,77.545132
Banashankari,2021,Grievous Injury,Hit pedestrian,Others,12.916019,77.565072
Banashankari,2021,Simple Injury,Hit pedestrian,Others,12.920897,77.573846
Banashankari,2021,Simple Injury,Vehicle to Vehicle,Service Road,12.929563,77.544287
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.920774,77.562002
Banashankari,2021,Damage Only,Vehicle to Vehicle,Others,12.922195,77.56006
Banashankari,2021,Simple Injury,Vehicle to Vehicle,Others,12.91434,77.567908
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.934326,77.538104
Banashankari,2021,Simple Injury,Vehicle to Vehicle,Others,12.941701,77.545994
Banashankari,2021,Damage Only,Vehicle to Vehicle,Others,12.93484,77.560693
Banashankari,2021,Not Applicable,Hit animal,Others,12.932611,77.571383
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Residential Street,12.91461,77.568279
Banashankari,2021,Simple Injury,Vehicle to Vehicle,Others,12.919326,77.558517
Banashankari,2021,Fatal,Hit bicyclist,Others,12.925004,77.550763
Banashankari,2021,Fatal,Not Applicable,Others,12.933876,77.539016
Banashankari,2021,Fatal,Hit pedestrian,Others,12.925351,77.550038
Banashankari,2021,Fatal,Not Applicable,Others,12.93437,77.55955
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.923552,77.573575
Banashankari,2021,Grievous Injury,Not Applicable,Two way,12.922006,77.559867
Banashankari,2021,Grievous Injury,Vehicle to Vehicle,Others,12.92884,77.566252
Banashankari,2021,Grievous Injury,Hit pedestrian,Others,12.923829,77.553751
Banashankari,2021,Grievous Injury,Not Applicable,Others,12.923455,77.570218
Banashankari,2021,Simple Injury,Hit pedestrian,Two way,12.926054,77.562983
Banashankari,2022,Grievous Injury,Hit pedestrian,Others,12.993392,77.569581
Banashankari,2022,Simple Injury,Hit pedestrian,Others,12.930916,77.546507
Banashankari,2022,Simple Injury,Vehicle to Vehicle,Others,12.928573,77.540126
Banashankari,2022,Grievous Injury,Vehicle to Vehicle,Two way,12.929981,77.568396
Banashankari,2022,Simple Injury,Vehicle to Vehicle,One way,12.925697,77.560852
Banashankari,2022,Simple Injury,Hit pedestrian,Residential Street,12.929774,77.563929
Banashankari,2022,Grievous Injury,Hit pedestrian,Residential Street,12.92809643,77.54613722
Banashankari,2022,Fatal,Not Applicable,One way,12.935511,77.547643
Banashankari,2022,Simple Injury,Vehicle to Vehicle,Residential Street,12.940661,77.545745
Banashankari,2022,Simple Injury,Vehicle to Vehicle,Two way,12.921152,77.543151
Banashankari,2022,Simple Injury,Vehicle to Vehicle,Residential Street,12.92098581,77.57394187
Banashankari,2022,Fatal,Not Applicable,Two way,12.933464,77.542507
Banashankari,2022,Simple Injury,Vehicle to Vehicle,Minor District Road,12.929345,77.551036
Banashankari,2022,Simple Injury,Not Applicable,One way,12.9194229,77.542228
Banashankari,2022,Grievous Injury,Vehicle to Vehicle,Mixed,12.93738128,77.54926415
Banashankari,2022,Grievous Injury,Hit pedestrian,Residential Street,12.94224727,77.54909833
Banashankari,2022,Grievous Injury,Vehicle to Vehicle,Others,12.914272,77.565738
Banashankari,2022,Grievous Injury,Not Applicable,One way,12.928935,77.545135
Banashankari,2022,Grievous Injury,Vehicle to Vehicle,Two way,12.94095321,77.54126269
Banashankari,2022,Fatal,Not Applicable,One way,12.920184,77.56228
